ID,Lat,Lng,District,County,Fwy,Lanes,Type,Direction,ID2
801232,34.082149,-117.697705,8,San Bernardino,I10-E,4,Mainline,E,5386
801237,34.086058,-117.68797,8,San Bernardino,I10-E,4,Mainline,E,5387
801239,34.087191,-117.67832,8,San Bernardino,I10-E,4,Mainline,E,5388
801243,34.087182,-117.669959,8,San Bernardino,I10-E,4,Mainline,E,5389
801245,34.087226,-117.660445,8,San Bernardino,I10-E,4,Mainline,E,5390
801250,34.087267,-117.648858,8,San Bernardino,I10-E,1,Mainline,E,5391
801255,34.082592,-117.632187,8,San Bernardino,I10-E,4,Mainline,E,5392
801261,34.077163,-117.622804,8,San Bernardino,I10-E,4,Mainline,E,5393
801269,34.069468,-117.608734,8,San Bernardino,I10-E,4,Mainline,E,5394
806774,34.067505,-117.596444,8,San Bernardino,I10-E,4,Mainline,E,5395
806751,34.067476,-117.591,8,San Bernardino,I10-E,5,Mainline,E,5396
826150,34.067452,-117.58236,8,San Bernardino,I10-E,5,Mainline,E,5397
801286,34.06745,-117.576784,8,San Bernardino,I10-E,4,Mainline,E,5398
801284,34.067456,-117.574833,8,San Bernardino,I10-E,4,Mainline,E,5399
801289,34.067404,-117.569207,8,San Bernardino,I10-E,5,Mainline,E,5400
817213,34.067352,-117.559101,8,San Bernardino,I10-E,5,Mainline,E,5401
818158,34.067268,-117.540341,8,San Bernardino,I10-E,4,Mainline,E,5402
813058,34.067374,-117.524698,8,San Bernardino,I10-E,4,Mainline,E,5403
813079,34.067341,-117.525763,8,San Bernardino,I10-E,4,Mainline,E,5404
818549,34.065771,-117.507227,8,San Bernardino,I10-E,4,Mainline,E,5405
818159,34.065528,-117.498594,8,San Bernardino,I10-E,4,Mainline,E,5406
825534,34.065877,-117.490966,8,San Bernardino,I10-E,4,Mainline,E,5407
825570,34.065957,-117.485675,8,San Bernardino,I10-E,4,Mainline,E,5408
818553,34.066037,-117.477762,8,San Bernardino,I10-E,4,Mainline,E,5409
818161,34.066275,-117.467302,8,San Bernardino,I10-E,4,Mainline,E,5410
824754,34.066706,-117.455897,8,San Bernardino,I10-E,4,Mainline,E,5411
824715,34.066794,-117.450798,8,San Bernardino,I10-E,4,Mainline,E,5412
813333,34.067191,-117.433523,8,San Bernardino,I10-E,4,Mainline,E,5413
818190,34.06732,-117.422005,8,San Bernardino,I10-E,4,Mainline,E,5414
818163,34.067601,-117.409788,8,San Bernardino,I10-E,4,Mainline,E,5415
824108,34.068221,-117.398261,8,San Bernardino,I10-E,4,Mainline,E,5416
824203,34.068162,-117.390764,8,San Bernardino,I10-E,4,Mainline,E,5417
825360,34.068638,-117.372337,8,San Bernardino,I10-E,4,Mainline,E,5418
825334,34.068716,-117.367155,8,San Bernardino,I10-E,4,Mainline,E,5419
824024,34.068881,-117.355483,8,San Bernardino,I10-E,4,Mainline,E,5420
824226,34.068718,-117.349801,8,San Bernardino,I10-E,4,Mainline,E,5421
824044,34.067825,-117.337642,8,San Bernardino,I10-E,4,Mainline,E,5422
824180,34.066725,-117.333745,8,San Bernardino,I10-E,4,Mainline,E,5423
824679,34.066078,-117.326793,8,San Bernardino,I10-E,4,Mainline,E,5424
824122,34.065352,-117.32033,8,San Bernardino,I10-E,4,Mainline,E,5425
824697,34.064898,-117.315601,8,San Bernardino,I10-E,4,Mainline,E,5426
824164,34.0649,-117.31024,8,San Bernardino,I10-E,5,Mainline,E,5427
816966,34.064063,-117.296362,8,San Bernardino,I10-E,4,Mainline,E,5428
816450,34.063379,-117.291302,8,San Bernardino,I10-E,4,Mainline,E,5429
816464,34.063943,-117.276468,8,San Bernardino,I10-E,4,Mainline,E,5430
816419,34.064011,-117.263528,8,San Bernardino,I10-E,4,Mainline,E,5431
816480,34.064883,-117.25872,8,San Bernardino,I10-E,4,Mainline,E,5432
816401,34.06649,-117.246445,8,San Bernardino,I10-E,4,Mainline,E,5433
816494,34.066472,-117.24163,8,San Bernardino,I10-E,4,Mainline,E,5434
816383,34.06648,-117.228559,8,San Bernardino,I10-E,4,Mainline,E,5435
816509,34.06648,-117.224079,8,San Bernardino,I10-E,4,Mainline,E,5436
822504,34.066438,-117.21142,8,San Bernardino,I10-E,4,Mainline,E,5437
818176,34.064675,-117.199134,8,San Bernardino,I10-E,4,Mainline,E,5438
819038,34.061604,-117.186015,8,San Bernardino,I10-E,4,Mainline,E,5439
819047,34.061645,-117.182543,8,San Bernardino,I10-E,4,Mainline,E,5440
818178,34.061501,-117.179085,8,San Bernardino,I10-E,4,Mainline,E,5441
820849,34.057766,-117.169785,8,San Bernardino,I10-E,3,Mainline,E,5442
818202,34.053586,-117.162796,8,San Bernardino,I10-E,4,Mainline,E,5443
818582,34.043365,-117.156444,8,San Bernardino,I10-E,4,Mainline,E,5444
818204,34.03848,-117.152837,8,San Bernardino,I10-E,4,Mainline,E,5445
818584,34.034505,-117.143589,8,San Bernardino,I10-E,4,Mainline,E,5446
818200,34.03238,-117.137096,8,San Bernardino,I10-E,4,Mainline,E,5447
818579,34.029765,-117.130855,8,San Bernardino,I10-E,4,Mainline,E,5448
818586,34.027416,-117.122707,8,San Bernardino,I10-E,4,Mainline,E,5449
818206,34.026003,-117.117808,8,San Bernardino,I10-E,4,Mainline,E,5450
818576,34.022899,-117.106274,8,San Bernardino,I10-E,4,Mainline,E,5451
818577,34.016113,-117.095012,8,San Bernardino,I10-E,3,Mainline,E,5452
818573,34.014262,-117.083073,8,San Bernardino,I10-E,3,Mainline,E,5453
818194,34.011506,-117.071401,8,San Bernardino,I10-E,3,Mainline,E,5454
819051,34.004853,-117.065666,8,San Bernardino,I10-E,3,Mainline,E,5455
819048,34.001125,-117.063677,8,Riverside,I10-E,3,Mainline,E,5456
819053,33.994069,-117.059261,8,Riverside,I10-E,3,Mainline,E,5457
819054,33.990893,-117.057054,8,Riverside,I10-E,3,Mainline,E,5458
819186,33.977902,-117.049472,8,Riverside,I10-E,3,Mainline,E,5459
819059,33.96822,-117.035897,8,Riverside,I10-E,3,Mainline,E,5460
819056,33.967254,-117.034163,8,Riverside,I10-E,3,Mainline,E,5461
819183,33.960486,-117.024179,8,Riverside,I10-E,3,Mainline,E,5462
819185,33.954137,-117.014672,8,Riverside,I10-E,3,Mainline,E,5463
819063,33.946305,-117.00443,8,Riverside,I10-E,3,Mainline,E,5464
819060,33.943954,-117.002393,8,Riverside,I10-E,3,Mainline,E,5465
819180,33.936993,-116.996116,8,Riverside,I10-E,3,Mainline,E,5466
819181,33.933675,-116.991362,8,Riverside,I10-E,3,Mainline,E,5467
825787,33.927028,-116.979345,8,Riverside,I10-E,4,Mainline,E,5468
825767,33.926927,-116.974913,8,Riverside,I10-E,4,Mainline,E,5469
821286,33.926955,-116.952203,8,Riverside,I10-E,4,Mainline,E,5470
821297,33.925997,-116.926118,8,Riverside,I10-E,4,Mainline,E,5471
822607,33.924215,-116.900189,8,Riverside,I10-E,4,Mainline,E,5472
822618,33.924175,-116.875902,8,Riverside,I10-E,4,Mainline,E,5473
821308,33.926109,-116.852923,8,Riverside,I10-E,4,Mainline,E,5474
821320,33.931351,-116.82597,8,Riverside,I10-E,4,Mainline,E,5475
821334,33.919176,-116.801121,8,Riverside,I10-E,4,Mainline,E,5476
821344,33.918661,-116.776922,8,Riverside,I10-E,4,Mainline,E,5477
821355,33.924603,-116.737846,8,Riverside,I10-E,4,Mainline,E,5478
822961,33.924439,-116.69367,8,Riverside,I10-E,4,Mainline,E,5479
821366,33.922197,-116.664308,8,Riverside,I10-E,4,Mainline,E,5480
822972,33.918303,-116.624058,8,Riverside,I10-E,4,Mainline,E,5481
826548,33.904722,-116.548325,8,Riverside,I10-E,4,Mainline,E,5482
826536,33.903367,-116.540646,8,Riverside,I10-E,4,Mainline,E,5483
826880,33.879612,-116.503945,8,Riverside,I10-E,4,Mainline,E,5484
826892,33.877217,-116.501138,8,Riverside,I10-E,4,Mainline,E,5485
825221,33.851389,-116.46209,8,Riverside,I10-E,4,Mainline,E,5486
825235,33.851028,-116.461482,8,Riverside,I10-E,4,Mainline,E,5487
825210,33.847477,-116.455436,8,Riverside,I10-E,4,Mainline,E,5488
821428,33.841628,-116.445598,8,Riverside,I10-E,4,Mainline,E,5489
825399,33.807585,-116.391149,8,Riverside,I10-E,4,Mainline,E,5490
825418,33.805981,-116.387622,8,Riverside,I10-E,3,Mainline,E,5491
822992,33.798338,-116.375675,8,Riverside,I10-E,3,Mainline,E,5492
823002,33.777031,-116.339754,8,Riverside,I10-E,3,Mainline,E,5493
821437,33.760083,-116.300678,8,Riverside,I10-E,3,Mainline,E,5494
827601,33.750158,-116.271141,8,Riverside,I10-E,3,Mainline,E,5495
827560,33.749426,-116.269219,8,Riverside,I10-E,3,Mainline,E,5496
827579,33.749003,-116.268162,8,Riverside,I10-E,3,Mainline,E,5497
823011,33.73924,-116.234537,8,Riverside,I10-E,3,Mainline,E,5498
819910,33.724433,-116.200107,8,Riverside,I10-E,3,Mainline,E,5499
821461,33.714989,-116.172734,8,Riverside,I10-E,2,Mainline,E,5500
821476,33.699564,-116.087904,8,Riverside,I10-E,2,Mainline,E,5501
821837,33.679284,-115.996905,8,Riverside,I10-E,2,Mainline,E,5502
822670,33.66299,-115.854937,8,Riverside,I10-E,2,Mainline,E,5503
822684,33.659914,-115.756122,8,Riverside,I10-E,2,Mainline,E,5504
822747,33.703775,-115.329715,8,Riverside,I10-E,2,Mainline,E,5505
822768,33.670533,-115.204344,8,Riverside,I10-E,2,Mainline,E,5506
822800,33.629131,-115.06976,8,Riverside,I10-E,2,Mainline,E,5507
822823,33.606391,-114.9197,8,Riverside,I10-E,2,Mainline,E,5508
822849,33.609855,-114.782835,8,Riverside,I10-E,2,Mainline,E,5509
822894,33.607355,-114.559708,8,Riverside,I10-E,2,Mainline,E,5510
801230,34.082004,-117.699964,8,San Bernardino,I10-W,4,Mainline,W,5511
801234,34.085065,-117.690768,8,San Bernardino,I10-W,4,Mainline,W,5512
801240,34.087371,-117.678405,8,San Bernardino,I10-W,4,Mainline,W,5513
801241,34.087447,-117.672326,8,San Bernardino,I10-W,4,Mainline,W,5514
801246,34.08742,-117.660463,8,San Bernardino,I10-W,4,Mainline,W,5515
801247,34.087466,-117.653559,8,San Bernardino,I10-W,4,Mainline,W,5516
801256,34.082791,-117.632057,8,San Bernardino,I10-W,4,Mainline,W,5517
801259,34.078035,-117.62377,8,San Bernardino,I10-W,4,Mainline,W,5518
801265,34.071145,-117.611844,8,San Bernardino,I10-W,4,Mainline,W,5519
801267,34.070549,-117.61069,8,San Bernardino,I10-W,4,Mainline,W,5520
820071,34.069681,-117.608589,8,San Bernardino,I10-W,4,Mainline,W,5521
806574,34.068056,-117.599428,8,San Bernardino,I10-W,4,Mainline,W,5522
820202,34.067723,-117.590995,8,San Bernardino,I10-W,5,Mainline,W,5523
801277,34.067702,-117.582357,8,San Bernardino,I10-W,5,Mainline,W,5524
801279,34.067681,-117.577307,8,San Bernardino,I10-W,4,Mainline,W,5525
801282,34.067676,-117.574695,8,San Bernardino,I10-W,4,Mainline,W,5526
801288,34.067651,-117.56921,8,San Bernardino,I10-W,5,Mainline,W,5527
817198,34.067614,-117.561479,8,San Bernardino,I10-W,5,Mainline,W,5528
818157,34.067509,-117.540343,8,San Bernardino,I10-W,4,Mainline,W,5529
813048,34.067664,-117.525792,8,San Bernardino,I10-W,4,Mainline,W,5530
813068,34.067757,-117.523472,8,San Bernardino,I10-W,4,Mainline,W,5531
825018,34.067886,-117.516956,8,San Bernardino,I10-W,4,Mainline,W,5532
818550,34.066043,-117.507141,8,San Bernardino,I10-W,4,Mainline,W,5533
818160,34.065784,-117.498545,8,San Bernardino,I10-W,4,Mainline,W,5534
825531,34.066086,-117.490952,8,San Bernardino,I10-W,4,Mainline,W,5535
825549,34.066222,-117.487761,8,San Bernardino,I10-W,4,Mainline,W,5536
825572,34.066154,-117.48567,8,San Bernardino,I10-W,4,Mainline,W,5537
818554,34.06629,-117.477757,8,San Bernardino,I10-W,5,Mainline,W,5538
818162,34.06653,-117.4673,8,San Bernardino,I10-W,4,Mainline,W,5539
824752,34.066894,-117.455891,8,San Bernardino,I10-W,4,Mainline,W,5540
824734,34.067023,-117.45337,8,San Bernardino,I10-W,4,Mainline,W,5541
824717,34.06697,-117.450791,8,San Bernardino,I10-W,4,Mainline,W,5542
813316,34.06747,-117.435261,8,San Bernardino,I10-W,4,Mainline,W,5543
818191,34.067621,-117.422014,8,San Bernardino,I10-W,4,Mainline,W,5544
818165,34.067903,-117.409812,8,San Bernardino,I10-W,4,Mainline,W,5545
824105,34.068488,-117.398293,8,San Bernardino,I10-W,4,Mainline,W,5546
824205,34.068429,-117.390796,8,San Bernardino,I10-W,4,Mainline,W,5547
825359,34.068809,-117.372329,8,San Bernardino,I10-W,4,Mainline,W,5548
825337,34.068886,-117.367148,8,San Bernardino,I10-W,4,Mainline,W,5549
824021,34.069074,-117.35548,8,San Bernardino,I10-W,4,Mainline,W,5550
824232,34.068945,-117.349789,8,San Bernardino,I10-W,4,Mainline,W,5551
824042,34.06802,-117.337555,8,San Bernardino,I10-W,4,Mainline,W,5552
824183,34.066915,-117.333655,8,San Bernardino,I10-W,4,Mainline,W,5553
824677,34.066279,-117.326735,8,San Bernardino,I10-W,4,Mainline,W,5554
824125,34.065567,-117.3203,8,San Bernardino,I10-W,4,Mainline,W,5555
824695,34.065101,-117.315591,8,San Bernardino,I10-W,4,Mainline,W,5556
824166,34.065154,-117.31025,8,San Bernardino,I10-W,4,Mainline,W,5557
816967,34.064321,-117.296306,8,San Bernardino,I10-W,4,Mainline,W,5558
816446,34.063642,-117.29129,8,San Bernardino,I10-W,4,Mainline,W,5559
816432,34.064143,-117.275764,8,San Bernardino,I10-W,4,Mainline,W,5560
816418,34.064205,-117.263584,8,San Bernardino,I10-W,4,Mainline,W,5561
826356,34.064717,-117.260381,8,San Bernardino,I10-W,4,Mainline,W,5562
816481,34.065082,-117.258783,8,San Bernardino,I10-W,4,Mainline,W,5563
816400,34.066685,-117.246498,8,San Bernardino,I10-W,4,Mainline,W,5564
816495,34.066683,-117.241667,8,San Bernardino,I10-W,4,Mainline,W,5565
816382,34.066697,-117.228549,8,San Bernardino,I10-W,4,Mainline,W,5566
816510,34.066697,-117.224052,8,San Bernardino,I10-W,5,Mainline,W,5567
816364,34.066712,-117.211337,8,San Bernardino,I10-W,4,Mainline,W,5568
818177,34.064843,-117.199026,8,San Bernardino,I10-W,4,Mainline,W,5569
819045,34.061881,-117.185999,8,San Bernardino,I10-W,5,Mainline,W,5570
819046,34.061901,-117.182495,8,San Bernardino,I10-W,4,Mainline,W,5571
818179,34.061758,-117.179004,8,San Bernardino,I10-W,4,Mainline,W,5572
818199,34.058037,-117.169583,8,San Bernardino,I10-W,3,Mainline,W,5573
818203,34.053785,-117.162542,8,San Bernardino,I10-W,4,Mainline,W,5574
818581,34.043534,-117.156152,8,San Bernardino,I10-W,4,Mainline,W,5575
818205,34.038658,-117.152579,8,San Bernardino,I10-W,4,Mainline,W,5576
818583,34.034707,-117.14336,8,San Bernardino,I10-W,4,Mainline,W,5577
818201,34.032525,-117.13692,8,San Bernardino,I10-W,4,Mainline,W,5578
818580,34.029926,-117.130696,8,San Bernardino,I10-W,4,Mainline,W,5579
818585,34.027616,-117.122569,8,San Bernardino,I10-W,4,Mainline,W,5580
824917,34.027214,-117.120359,8,San Bernardino,I10-W,4,Mainline,W,5581
818207,34.026179,-117.11768,8,San Bernardino,I10-W,4,Mainline,W,5582
818575,34.023074,-117.106116,8,San Bernardino,I10-W,4,Mainline,W,5583
818196,34.017936,-117.097717,8,San Bernardino,I10-W,3,Mainline,W,5584
818578,34.016308,-117.094852,8,San Bernardino,I10-W,3,Mainline,W,5585
818574,34.014482,-117.082986,8,San Bernardino,I10-W,3,Mainline,W,5586
818195,34.011693,-117.071252,8,San Bernardino,I10-W,3,Mainline,W,5587
819050,34.004871,-117.065359,8,San Bernardino,I10-W,3,Mainline,W,5588
819049,34.001236,-117.063378,8,Riverside,I10-W,3,Mainline,W,5589
819052,33.994143,-117.05907,8,Riverside,I10-W,3,Mainline,W,5590
819055,33.990981,-117.056838,8,Riverside,I10-W,3,Mainline,W,5591
819187,33.977985,-117.049287,8,Riverside,I10-W,3,Mainline,W,5592
819058,33.968316,-117.035702,8,Riverside,I10-W,3,Mainline,W,5593
819057,33.967374,-117.03395,8,Riverside,I10-W,3,Mainline,W,5594
819182,33.96061,-117.02396,8,Riverside,I10-W,3,Mainline,W,5595
819184,33.954259,-117.014462,8,Riverside,I10-W,3,Mainline,W,5596
819062,33.946426,-117.004228,8,Riverside,I10-W,3,Mainline,W,5597
819061,33.944073,-117.002198,8,Riverside,I10-W,3,Mainline,W,5598
819179,33.937147,-116.995923,8,Riverside,I10-W,3,Mainline,W,5599
820854,33.932657,-116.98796,8,Riverside,I10-W,3,Mainline,W,5600
825784,33.927261,-116.97923,8,Riverside,I10-W,4,Mainline,W,5601
821287,33.927129,-116.952195,8,Riverside,I10-W,4,Mainline,W,5602
821298,33.926239,-116.926106,8,Riverside,I10-W,4,Mainline,W,5603
822608,33.924454,-116.900172,8,Riverside,I10-W,4,Mainline,W,5604
822619,33.924391,-116.875904,8,Riverside,I10-W,4,Mainline,W,5605
821309,33.926305,-116.853059,8,Riverside,I10-W,4,Mainline,W,5606
821319,33.931575,-116.825943,8,Riverside,I10-W,4,Mainline,W,5607
821333,33.919406,-116.801108,8,Riverside,I10-W,4,Mainline,W,5608
821345,33.91889,-116.776967,8,Riverside,I10-W,4,Mainline,W,5609
821356,33.924861,-116.737912,8,Riverside,I10-W,4,Mainline,W,5610
822962,33.924676,-116.693738,8,Riverside,I10-W,4,Mainline,W,5611
821367,33.922525,-116.664274,8,Riverside,I10-W,4,Mainline,W,5612
822973,33.918566,-116.624009,8,Riverside,I10-W,4,Mainline,W,5613
826507,33.90497,-116.549629,8,Riverside,I10-W,4,Mainline,W,5614
826564,33.904716,-116.545002,8,Riverside,I10-W,4,Mainline,W,5615
826537,33.903584,-116.540577,8,Riverside,I10-W,4,Mainline,W,5616
826925,33.882383,-116.506785,8,Riverside,I10-W,4,Mainline,W,5617
826903,33.880119,-116.504091,8,Riverside,I10-W,4,Mainline,W,5618
825197,33.851612,-116.461887,8,Riverside,I10-W,4,Mainline,W,5619
825248,33.851321,-116.46139,8,Riverside,I10-W,4,Mainline,W,5620
825216,33.847683,-116.455226,8,Riverside,I10-W,4,Mainline,W,5621
821429,33.84182,-116.445317,8,Riverside,I10-W,4,Mainline,W,5622
825397,33.807737,-116.390832,8,Riverside,I10-W,3,Mainline,W,5623
825416,33.806107,-116.387385,8,Riverside,I10-W,3,Mainline,W,5624
822993,33.79852,-116.375481,8,Riverside,I10-W,3,Mainline,W,5625
823003,33.777234,-116.339615,8,Riverside,I10-W,3,Mainline,W,5626
821438,33.760271,-116.300589,8,Riverside,I10-W,3,Mainline,W,5627
827561,33.749733,-116.269128,8,Riverside,I10-W,3,Mainline,W,5628
827577,33.74932,-116.268056,8,Riverside,I10-W,3,Mainline,W,5629
823012,33.739634,-116.234541,8,Riverside,I10-W,3,Mainline,W,5630
820847,33.727328,-116.202862,8,Riverside,I10-W,3,Mainline,W,5631
826277,33.715234,-116.172477,8,Riverside,I10-W,2,Mainline,W,5632
826281,33.700205,-116.087711,8,Riverside,I10-W,2,Mainline,W,5633
822705,33.671741,-115.609641,8,Riverside,I10-W,2,Mainline,W,5634
822726,33.696475,-115.479671,8,Riverside,I10-W,2,Mainline,W,5635
822769,33.670816,-115.204213,8,Riverside,I10-W,2,Mainline,W,5636
822801,33.629406,-115.069615,8,Riverside,I10-W,2,Mainline,W,5637
822824,33.606692,-114.919716,8,Riverside,I10-W,2,Mainline,W,5638
822850,33.610157,-114.782839,8,Riverside,I10-W,2,Mainline,W,5639
822895,33.607656,-114.559672,8,Riverside,I10-W,2,Mainline,W,5640
816994,33.439131,-117.138773,8,Riverside,I15-N,4,Mainline,N,5641
817007,33.454672,-117.135378,8,Riverside,I15-N,4,Mainline,N,5642
817019,33.463363,-117.136052,8,Riverside,I15-N,4,Mainline,N,5643
827807,33.477489,-117.139364,8,Riverside,I15-N,4,Mainline,N,5644
817029,33.481651,-117.140861,8,Riverside,I15-N,4,Mainline,N,5645
827780,33.483166,-117.141399,8,Riverside,I15-N,4,Mainline,N,5646
817741,33.497398,-117.148737,8,Riverside,I15-N,4,Mainline,N,5647
817743,33.51061,-117.155704,8,Riverside,I15-N,4,Mainline,N,5648
817745,33.522306,-117.162615,8,Riverside,I15-N,4,Mainline,N,5649
817404,33.524833,-117.164331,8,Riverside,I15-N,4,Mainline,N,5650
817746,33.533549,-117.170592,8,Riverside,I15-N,4,Mainline,N,5651
823649,33.563792,-117.204474,8,Riverside,I15-N,3,Mainline,N,5652
823636,33.56728,-117.209105,8,Riverside,I15-N,3,Mainline,N,5653
817143,33.575299,-117.219606,8,Riverside,I15-N,3,Mainline,N,5654
817152,33.584125,-117.231108,8,Riverside,I15-N,3,Mainline,N,5655
823866,33.594047,-117.243051,8,Riverside,I15-N,3,Mainline,N,5656
823778,33.597751,-117.246451,8,Riverside,I15-N,3,Mainline,N,5657
817370,33.603554,-117.251784,8,Riverside,I15-N,3,Mainline,N,5658
817755,33.609314,-117.25703,8,Riverside,I15-N,3,Mainline,N,5659
817372,33.613942,-117.261198,8,Riverside,I15-N,3,Mainline,N,5660
817757,33.62315,-117.269575,8,Riverside,I15-N,3,Mainline,N,5661
817374,33.627956,-117.27345,8,Riverside,I15-N,3,Mainline,N,5662
817376,33.641724,-117.283119,8,Riverside,I15-N,3,Mainline,N,5663
823588,33.650593,-117.289069,8,Riverside,I15-N,3,Mainline,N,5664
817759,33.660391,-117.296525,8,Riverside,I15-N,3,Mainline,N,5665
817382,33.663701,-117.299945,8,Riverside,I15-N,3,Mainline,N,5666
817384,33.6718,-117.312214,8,Riverside,I15-N,3,Mainline,N,5667
817761,33.675169,-117.319849,8,Riverside,I15-N,3,Mainline,N,5668
817386,33.678857,-117.325141,8,Riverside,I15-N,3,Mainline,N,5669
817763,33.690092,-117.335453,8,Riverside,I15-N,3,Mainline,N,5670
817388,33.693488,-117.338829,8,Riverside,I15-N,3,Mainline,N,5671
817765,33.705512,-117.356109,8,Riverside,I15-N,3,Mainline,N,5672
817390,33.70784,-117.35816,8,Riverside,I15-N,3,Mainline,N,5673
817767,33.718682,-117.363035,8,Riverside,I15-N,3,Mainline,N,5674
817769,33.727828,-117.378106,8,Riverside,I15-N,3,Mainline,N,5675
817771,33.730194,-117.391749,8,Riverside,I15-N,3,Mainline,N,5676
817392,33.731334,-117.400198,8,Riverside,I15-N,3,Mainline,N,5677
817773,33.7335,-117.415214,8,Riverside,I15-N,3,Mainline,N,5678
