ID,Lat,Lng,District,County,Fwy,Lanes,Type,Direction,ID2
1204198,33.40516,-117.597992,12,Orange,I5-N,4,Mainline,N,7647
1204211,33.413319,-117.6021,12,Orange,I5-N,4,Mainline,N,7648
1204230,33.420685,-117.606498,12,Orange,I5-N,4,Mainline,N,7649
1204244,33.428811,-117.611817,12,Orange,I5-N,4,Mainline,N,7650
1204255,33.432425,-117.615519,12,Orange,I5-N,4,Mainline,N,7651
1210908,33.43749,-117.619773,12,Orange,I5-N,4,Mainline,N,7652
1204268,33.440202,-117.624486,12,Orange,I5-N,4,Mainline,N,7653
1204279,33.44466,-117.630415,12,Orange,I5-N,4,Mainline,N,7654
1213215,33.445434,-117.631445,12,Orange,I5-N,4,Mainline,N,7655
1221232,33.450411,-117.639897,12,Orange,I5-N,4,Mainline,N,7656
1204301,33.455773,-117.650183,12,Orange,I5-N,4,Mainline,N,7657
1204316,33.458342,-117.655008,12,Orange,I5-N,4,Mainline,N,7658
1204328,33.459637,-117.657305,12,Orange,I5-N,5,Mainline,N,7659
1204340,33.464404,-117.665509,12,Orange,I5-N,4,Mainline,N,7660
1204372,33.468032,-117.671714,12,Orange,I5-N,4,Mainline,N,7661
1204384,33.475073,-117.674271,12,Orange,I5-N,4,Mainline,N,7662
1204395,33.481685,-117.669596,12,Orange,I5-N,4,Mainline,N,7663
1204409,33.489561,-117.663255,12,Orange,I5-N,4,Mainline,N,7664
1210926,33.495938,-117.659127,12,Orange,I5-N,4,Mainline,N,7665
1220030,33.503442,-117.658516,12,Orange,I5-N,4,Mainline,N,7666
1204422,33.503727,-117.658585,12,Orange,I5-N,4,Mainline,N,7667
1210974,33.50939,-117.660803,12,Orange,I5-N,5,Mainline,N,7668
1210991,33.513534,-117.662568,12,Orange,I5-N,5,Mainline,N,7669
1204436,33.52247,-117.666382,12,Orange,I5-N,5,Mainline,N,7670
1204447,33.526621,-117.66866,12,Orange,I5-N,6,Mainline,N,7671
1204453,33.53247,-117.674488,12,Orange,I5-N,6,Mainline,N,7672
1211107,33.537513,-117.674416,12,Orange,I5-N,4,Mainline,N,7673
1204472,33.548817,-117.672686,12,Orange,I5-N,4,Mainline,N,7674
1204486,33.558096,-117.672848,12,Orange,I5-N,4,Mainline,N,7675
1204501,33.560549,-117.672791,12,Orange,I5-N,4,Mainline,N,7676
1213570,33.569099,-117.671844,12,Orange,I5-N,5,Mainline,N,7677
1204515,33.578849,-117.67162,12,Orange,I5-N,4,Mainline,N,7678
1204532,33.582052,-117.67157,12,Orange,I5-N,4,Mainline,N,7679
1213700,33.588603,-117.671484,12,Orange,I5-N,4,Mainline,N,7680
1204546,33.597861,-117.676059,12,Orange,I5-N,4,Mainline,N,7681
1204559,33.599252,-117.678685,12,Orange,I5-N,4,Mainline,N,7682
1204571,33.604242,-117.68984,12,Orange,I5-N,5,Mainline,N,7683
1204586,33.606025,-117.692734,12,Orange,I5-N,6,Mainline,N,7684
1213527,33.60972,-117.70083,12,Orange,I5-N,6,Mainline,N,7685
1204615,33.613883,-117.706467,12,Orange,I5-N,5,Mainline,N,7686
1204632,33.616112,-117.70901,12,Orange,I5-N,5,Mainline,N,7687
1204638,33.621929,-117.714379,12,Orange,I5-N,6,Mainline,N,7688
1204672,33.629553,-117.721491,12,Orange,I5-N,5,Mainline,N,7689
1204682,33.632102,-117.724337,12,Orange,I5-N,5,Mainline,N,7690
1204697,33.636144,-117.72806,12,Orange,I5-N,6,Mainline,N,7691
1204699,33.640323,-117.731437,12,Orange,I5-N,3,Mainline,N,7692
1204703,33.644068,-117.734444,12,Orange,I5-N,3,Mainline,N,7693
1204731,33.654371,-117.742629,12,Orange,I5-N,4,Mainline,N,7694
1204750,33.655581,-117.743597,12,Orange,I5-N,4,Mainline,N,7695
1204766,33.662274,-117.748817,12,Orange,I5-N,5,Mainline,N,7696
1204787,33.66578,-117.751722,12,Orange,I5-N,4,Mainline,N,7697
1204808,33.667646,-117.753237,12,Orange,I5-N,4,Mainline,N,7698
1204825,33.671657,-117.755266,12,Orange,I5-N,6,Mainline,N,7699
1220011,33.674367,-117.75591,12,Orange,I5-N,6,Mainline,N,7700
